8.4168,40.1043,2
8.7259,39.5181,2
0.0000,49.3253,3
8.7333,36.0608,2
1.7476,66.6845,3
-6.5411,19.3523,1
-2.9372,34.2385,2
-0.0000,69.2059,3
8.7333,31.0505,2
8.7333,15.7979,1
-7.8700,50.4878,2
8.7333,35.6741,2
8.6464,14.4816,1
2.4309,33.9915,2
8.5628,16.0225,1
-8.6695,63.8929,3
-0.0000,58.3223,3
8.6900,33.9755,2
6.4227,44.6883,2
8.7333,37.1095,2
-0.0000,38.1308,2
0.0000,71.9725,3
8.7333,49.2921,3
8.7333,49.0504,2
4.9829,60.3838,3
5.8549,49.9580,3
8.7010,23.8339,1
-0.0000,36.7507,2
4.7485,36.4450,2
-6.2742,52.9424,3
3.7047,40.5791,2
-4.8290,45.4023,2
-3.9842,31.3616,2
0.0000,63.3071,3
-4.3333,40.2971,2
8.7333,44.6670,2
5.7283,52.9459,3
3.5090,44.1000,2
8.5528,13.9027,1
-4.3466,46.7967,3
4.6910,55.5097,3
4.8330,37.1718,2
8.5099,13.8239,1
7.3877,38.2082,2
-4.3524,28.4183,2
-0.0000,79.8059,4
0.9994,51.2897,3
4.7262,36.6417,2
6.6385,16.1024,1
8.6179,13.8837,1
-4.1301,65.8659,3
5.0112,40.4757,2
4.7475,39.8500,2
-4.3396,44.6700,2
-4.4017,52.5498,2
0.8561,58.5982,3
8.7333,32.1040,2
1.4889,57.6054,3
4.6667,27.0176,2
0.0000,58.1028,3
8.6464,28.9245,2
-4.4102,47.4521,3
-0.0000,37.4974,2
4.8790,55.9336,3
8.6544,35.4322,2
8.7333,58.4887,3
3.4080,44.0295,2
-4.4086,29.1712,2
0.0000,61.5712,3
-4.4129,34.0111,2
8.6790,15.3551,1
-5.4264,57.8707,3
8.5990,55.2079,3
-8.4576,63.4296,3
8.7333,37.6550,2
4.6998,53.9486,3
-4.3590,46.6866,2
-4.4062,57.0323,3
-0.0000,64.2413,3
1.2453,37.8600,2
-0.0000,59.0687,3
8.5008,46.9819,2
2.2297,54.3983,3
4.6667,41.2127,2
8.7333,34.0692,2
0.7944,61.9517,3
8.5950,13.5722,1
6.9688,38.8364,2
3.3327,71.2776,3
4.6667,39.2190,2
-4.3333,46.1270,2
-4.4090,41.5093,2
4.6667,26.0781,2
8.6224,39.7999,2
8.6557,15.2322,1
-4.3736,27.1112,2
2.6458,73.4146,3
-0.0000,64.7961,3
0.0000,43.9087,2
-0.0000,54.7859,3
-4.3394,27.1971,2
8.7192,32.8173,2
3.1199,46.2159,2
-0.0000,64.1791,3
0.0000,63.8222,3
4.6671,43.1581,2
-5.3932,66.0410,3
4.7448,55.4838,3
5.3966,39.0654,2
8.6696,16.2426,1
-0.0000,37.9190,2
-4.3449,35.2901,2
-4.3856,66.4167,3
8.7333,36.7760,2
0.0000,61.3615,3
8.7333,15.3966,1
4.6667,26.3983,2
8.7333,50.6058,2
-4.3333,41.9568,2
4.6852,54.1545,3
-4.3333,28.5552,2
8.7333,47.2504,2
-4.4019,40.5561,2
5.5529,40.8785,2
8.4476,38.2165,2
8.7333,37.0977,2
-7.7625,16.1470,1
4.7784,26.0022,1
-4.4157,34.1520,2
8.4702,16.9385,1
-0.0000,38.3941,2
8.7333,14.4129,1
-4.3493,49.7964,3
-4.7135,37.5200,2
-6.4910,29.9873,2
-8.7317,60.5163,3
8.7333,50.5487,3
3.2941,32.1009,2
-0.0000,55.1123,3
-4.5769,26.9104,2
8.4263,13.9581,1
4.6826,46.4672,2
-0.0000,75.0658,4
4.6674,37.9961,2
4.7730,43.5780,2
-8.6983,49.3723,2
-4.3953,44.1451,2
-4.4219,28.9679,2
0.0000,37.9776,2
-4.3973,28.2987,2
4.7339,55.7959,3
-8.7237,17.2051,1
8.7333,37.5465,2
8.7333,25.0354,2
4.6667,46.8830,2
4.4433,28.2784,2
-0.0000,61.8587,3
8.7333,57.5618,3
0.0000,37.2845,2
-4.3333,39.7707,2
8.6317,18.7128,1
4.8080,51.1014,3
-8.4650,24.8490,1
-0.0000,50.6069,3
-8.6569,16.2982,1
-4.3333,57.9677,3
8.7333,16.8417,1
8.7333,14.1216,1
4.6667,42.5509,2
-8.7128,61.4610,3
-4.3901,40.1313,2
4.7122,47.8907,2
8.7333,52.6029,3
-4.3333,27.8627,2
0.0000,50.4202,3
-5.2875,67.0854,3
4.7333,27.0040,1
4.6503,39.3610,2
4.7298,50.9603,3
4.6869,39.4887,2
4.6760,39.5632,2
1.9863,58.7749,3
8.6919,35.7987,2
-4.3539,70.2192,3
3.9173,49.3669,2
-4.4321,53.0487,2
4.7887,46.2587,2
-0.0000,40.2413,2
5.7304,47.8665,2
-8.6467,15.8734,1
8.7333,51.3213,3
8.5911,34.1388,2
4.6667,25.9000,2
-0.0000,37.5795,2
-0.0000,61.3957,3
2.7836,34.1347,2
4.6667,45.0031,2
4.6667,45.4372,2
8.6225,37.2796,2
7.1381,15.8871,1
4.7224,37.5801,2
4.8423,49.1086,3
8.7333,50.2555,3
-0.0000,39.7417,2
4.7029,26.4566,1
8.7333,45.1836,2
8.7333,37.0442,2
-0.0000,39.7684,2
4.6374,33.4164,2
3.6526,31.3179,2
-4.3672,59.9588,3
2.3992,62.3642,3
-0.0000,43.2995,2
-5.1892,44.5744,2
8.4809,14.1065,1
-4.3574,69.2608,3
-4.3878,28.0554,2
-8.6853,15.7544,1
-8.5181,66.5210,3
3.5451,52.7275,3
3.1123,52.8154,3
8.7333,45.4105,2
-0.0000,42.7554,2
0.0000,59.1325,3
8.7333,54.5553,3
8.7333,36.8719,2
1.2751,59.2745,3
-4.3333,69.5011,3
-4.9066,41.8734,2
4.2506,41.9690,2
4.6667,36.9584,2
-4.4176,39.0843,2
2.7919,54.2494,3
6.7637,51.5898,3
-4.3788,44.4499,2
0.0000,36.8422,2
2.0142,44.6310,2
-0.6059,65.4775,3
-0.0000,58.4475,3
-0.0000,46.4687,2
-4.3333,63.7736,3
-4.4177,69.0228,3
8.4740,14.0594,1
-4.3333,44.5393,2
8.7090,33.7834,2
8.3863,52.3465,3
4.6667,39.6935,2
4.0043,57.0936,3
-4.3935,27.7644,2
4.0937,39.6644,2
8.7333,52.8994,3
2.5020,75.9920,4
-0.0000,38.1803,2
-4.3873,70.7333,3
4.6667,38.1091,2
-0.0000,52.1689,3
4.9945,32.8681,2
4.7913,54.2884,3
-0.0000,61.6078,3
8.7333,37.7407,2
-4.3333,28.0212,2
8.7333,39.4690,2
8.6826,34.0126,2
8.7256,54.8121,3
-4.3752,46.1682,2
-4.4176,39.5093,2
4.6675,26.2303,2
5.0119,24.0643,1
-4.3364,27.4286,2
7.5173,15.8220,1
-4.3333,55.8069,3
4.7440,41.6768,2
-0.0000,38.3816,2
8.6214,48.2752,2
7.0346,18.9369,1
8.7333,20.9221,1
